ID_Job_Ref;ID_Job_Title;salary_usd;ID_salary_currency;ID_experience_level;ID_employment_type;company_location;ID_company_size;employee_residence;miran;required_skills;ID_education_required;years_experience;ID_industry;posting_date;application_deadline;job_description_length;benefits_score;ID_company_name
AI01755;6;209331;3;1;3;United States;1;United States;1;PyTorch, Deep Learning, Data Visualization, Kubernetes, GCP;3;18;13;15/12/2024;31/1/2025;1762;7;12
AI01756;15;48926;1;3;2;China;3;China;3;Deep Learning, Python, TensorFlow;2;0;12;23/4/2024;15/6/2024;2419;5.7;2
AI01757;11;96757;3;1;3;Germany;3;Germany;3;R, PyTorch, Hadoop, Mathematics;4;7;7;19/3/2024;13/5/2024;2136;5;2
AI01758;16;36974;3;3;2;South Korea;2;Sweden;3;SQL, PyTorch, Java, Computer Vision, R;3;1;10;23/1/2025;22/3/2025;738;9.8;10
AI01759;18;153812;3;2;4;Denmark;1;Germany;3;Tableau, Python, GCP, Statistics, Deep Learning;4;5;5;13/7/2024;26/8/2024;1989;5.3;8
AI01760;11;74063;3;4;4;South Korea;1;South Korea;1;SQL, Azure, TensorFlow, Git;4;4;10;16/10/2024;26/12/2024;973;8.4;9
AI01761;6;91293;3;1;1;Austria;3;Austria;1;Git, PyTorch, TensorFlow, NLP;3;18;3;13/3/2025;21/4/2025;2397;6;10
AI01762;3;51764;3;2;2;South Korea;2;South Korea;1;Deep Learning, Scala, Azure, TensorFlow, Python;1;0;13;9/4/2024;1/5/2024;1187;7.4;8
AI01763;2;97638;3;2;1;Canada;1;Canada;3;Hadoop, Docker, Scala, Mathematics, Statistics;1;2;3;29/4/2025;30/5/2025;1196;5.2;7
AI01764;16;107417;3;1;2;Sweden;1;Norway;3;GCP, Python, NLP;1;4;9;8/8/2024;3/10/2024;1660;7.8;15
AI01765;16;129743;3;3;3;Switzerland;1;Switzerland;3;NLP, Linux, Tableau;3;1;8;22/1/2025;22/3/2025;1488;7.6;11
AI01766;9;102189;2;2;1;Israel;1;Israel;3;PyTorch, Deep Learning, TensorFlow, MLOps, Kubernetes;3;9;1;25/11/2024;11/12/2024;1634;9.8;13
AI01767;10;96291;3;1;1;United Kingdom;3;Denmark;1;TensorFlow, Linux, Python;1;3;10;6/5/2024;25/5/2024;2453;8.9;3
AI01768;16;43233;3;2;2;Israel;3;Israel;3;Python, Tableau, Azure;1;0;11;13/10/2024;15/12/2024;1055;9.4;15
AI01769;20;55317;3;1;4;Ireland;3;Ireland;2;Data Visualization, NLP, Java, Python, Scala;3;4;1;11/10/2024;10/12/2024;2367;9.1;11
AI01770;15;59459;3;4;1;Australia;1;Australia;2;Java, R, Deep Learning;1;0;15;22/9/2024;9/11/2024;1539;6.8;9
AI01771;1;136980;3;1;2;Finland;3;Finland;1;Python, Kubernetes, Mathematics, Tableau;2;11;5;26/10/2024;1/1/2025;633;6;14
AI01772;14;40975;1;4;2;Japan;3;Japan;2;Linux, NLP, SQL, R, Scala;4;1;12;6/6/2024;8/8/2024;759;9.3;11
AI01773;6;285999;1;4;3;Germany;1;Norway;3;Deep Learning, Mathematics, Python;4;10;14;15/4/2025;22/5/2025;1979;9;15
AI01774;6;175470;3;3;1;Netherlands;2;Norway;2;Mathematics, Spark, SQL;2;19;4;17/9/2024;28/11/2024;1769;6.4;10
AI01775;11;125319;3;3;4;Denmark;3;Germany;2;R, Spark, Statistics;4;7;8;4/3/2025;27/3/2025;1202;5.6;1
AI01776;1;68912;3;1;1;China;3;China;1;GCP, Linux, Data Visualization;1;5;5;7/1/2025;15/2/2025;2181;8.8;4
AI01777;15;41569;3;2;4;Japan;3;Japan;1;Kubernetes, AWS, Computer Vision, Deep Learning, Docker;3;1;13;24/5/2024;16/7/2024;521;5.5;12
AI01778;18;69873;3;4;3;Finland;2;Finland;1;Python, AWS, MLOps, Docker, Mathematics;4;4;11;23/5/2024;4/8/2024;1003;5.6;15
AI01779;18;190178;3;2;1;Norway;3;Norway;2;Kubernetes, Python, Data Visualization, Deep Learning, TensorFlow;1;17;8;14/7/2024;3/8/2024;787;9.5;12
AI01780;19;70984;3;3;4;Japan;1;Japan;2;Java, Computer Vision, Deep Learning, Scala;4;3;11;21/3/2024;8/4/2024;2015;8.4;9
AI01781;16;88987;3;3;4;Finland;1;Finland;3;Git, R, Hadoop;4;9;13;5/10/2024;21/11/2024;863;8.9;10
AI01782;4;121632;3;1;4;Singapore;3;Singapore;3;PyTorch, Spark, Kubernetes, Computer Vision;2;8;1;23/10/2024;30/11/2024;569;9.1;9
AI01783;12;48788;3;3;4;Canada;3;Canada;3;Git, SQL, Data Visualization;4;1;14;3/4/2025;15/6/2025;1277;6.4;16
AI01784;3;75031;3;2;3;China;3;China;3;Hadoop, Python, Computer Vision, NLP;3;5;10;29/8/2024;9/10/2024;1673;8.6;10
AI01785;17;109340;3;2;2;United States;2;United States;1;Data Visualization, PyTorch, Mathematics, Computer Vision;4;2;10;30/1/2024;8/3/2024;1769;7.2;1
AI01786;11;94406;3;2;1;Switzerland;3;Switzerland;1;Scala, Python, GCP, Docker;1;3;15;23/9/2024;20/11/2024;864;8.7;7
AI01787;14;125758;3;2;1;United States;1;United States;3;AWS, Java, MLOps;2;4;2;14/10/2024;3/11/2024;1759;9.9;7
AI01788;4;70196;3;1;1;China;2;China;3;PyTorch, TensorFlow, Statistics, Spark;2;2;6;31/1/2025;17/2/2025;2177;8.6;15
AI01789;16;98487;1;4;3;Switzerland;1;Singapore;2;Kubernetes, Spark, MLOps;1;0;2;17/2/2025;16/4/2025;2441;7;11
AI01790;7;198730;3;2;1;Netherlands;2;Netherlands;1;Docker, SQL, Azure, Hadoop, Deep Learning;1;17;5;5/4/2025;17/5/2025;1327;7.3;1
AI01791;14;61132;3;1;1;Japan;2;Germany;1;TensorFlow, GCP, Linux;2;2;8;23/8/2024;27/10/2024;1504;8.4;16
AI01792;19;37133;3;1;2;South Korea;3;South Korea;1;AWS, R, Statistics, Hadoop;2;0;7;4/12/2024;12/1/2025;586;9.8;16
AI01793;17;86443;3;3;4;Denmark;3;Denmark;3;TensorFlow, PyTorch, Azure;4;1;7;15/9/2024;26/11/2024;1386;6.8;15
AI01794;12;77498;3;3;3;Ireland;2;Ireland;1;Kubernetes, Python, Mathematics, Scala;3;9;1;20/6/2024;6/8/2024;1327;7.7;6
AI01795;15;83094;3;1;3;Japan;3;Japan;2;Java, Mathematics, Deep Learning;4;5;14;1/4/2024;19/4/2024;1174;7.9;1
AI01796;3;35197;3;3;1;Japan;3;Japan;2;Linux, Hadoop, Spark, Statistics, R;4;1;7;7/11/2024;23/11/2024;1454;9.8;6
AI01797;8;140278;2;1;1;Sweden;2;Sweden;2;Scala, Java, Data Visualization, GCP, R;4;9;7;29/2/2024;11/4/2024;2083;6.5;16
AI01798;20;85861;1;3;1;United Kingdom;1;United Kingdom;2;Mathematics, Git, NLP, Computer Vision, Deep Learning;4;1;8;7/7/2024;28/7/2024;1833;8.8;4
AI01799;11;149846;2;2;3;Netherlands;2;Netherlands;1;Tableau, Mathematics, Azure;3;7;2;21/1/2024;27/3/2024;536;7.5;7
AI01800;6;93779;3;2;3;United Kingdom;3;Singapore;2;Data Visualization, SQL, Python;2;4;12;27/5/2024;19/7/2024;656;8.6;15
AI01801;14;75605;3;4;3;Canada;2;Canada;2;Python, GCP, TensorFlow, Java, SQL;2;4;12;1/10/2024;30/11/2024;1117;6.2;6
AI01802;7;207463;3;3;2;Singapore;1;France;2;Java, PyTorch, SQL, NLP, TensorFlow;2;17;1;20/9/2024;11/11/2024;727;9.6;8
AI01803;12;80171;3;1;2;Israel;3;Israel;1;TensorFlow, Python, GCP;3;9;6;5/4/2024;27/5/2024;1556;7.5;10
AI01804;8;82542;3;2;1;Singapore;2;Singapore;2;Deep Learning, Python, TensorFlow, GCP;4;1;9;24/4/2025;3/6/2025;1226;8.7;7
AI01805;9;76070;3;4;3;Japan;2;Japan;3;NLP, TensorFlow, AWS, Python, Scala;2;3;4;21/2/2024;5/4/2024;1707;7.7;4
AI01806;15;284282;3;3;4;United States;1;United States;1;Kubernetes, Scala, Deep Learning, Mathematics, Spark;2;13;3;3/10/2024;25/10/2024;1094;7.1;15
AI01807;18;116501;3;1;4;South Korea;1;South Korea;1;PyTorch, TensorFlow, R, Computer Vision;1;7;14;20/5/2024;16/7/2024;2441;7.6;9
AI01808;18;34731;3;1;2;South Korea;3;South Korea;1;Java, Python, TensorFlow, Scala, PyTorch;4;0;6;5/6/2024;26/7/2024;777;7.6;10
AI01809;12;69318;3;1;1;Sweden;3;Sweden;2;Python, Spark, Kubernetes;3;0;6;27/2/2024;26/3/2024;808;5.4;13
AI01810;4;39939;3;2;1;China;3;China;1;Scala, Linux, MLOps;4;1;6;18/5/2024;16/7/2024;1780;7.8;10
AI01811;20;50892;3;2;4;China;3;China;2;Git, SQL, GCP;3;3;4;14/3/2025;23/5/2025;509;6.1;6
AI01812;6;109417;3;2;2;Sweden;1;Sweden;2;Tableau, Computer Vision, Statistics, MLOps;1;2;5;25/11/2024;27/12/2024;2050;10;13
AI01813;15;50703;3;1;1;Japan;3;China;2;Docker, GCP, PyTorch;1;2;10;17/2/2025;8/4/2025;2320;7.2;16
AI01814;10;59023;3;1;4;Israel;1;Israel;3;Linux, Docker, MLOps, AWS, Azure;3;1;11;13/12/2024;24/2/2025;702;9.1;8
AI01815;18;74076;3;1;2;Denmark;2;Denmark;2;Python, PyTorch, MLOps, SQL, Data Visualization;1;1;8;24/10/2024;2/12/2024;2111;5.5;6
AI01816;1;42837;2;2;4;China;3;China;2;GCP, MLOps, TensorFlow;1;0;10;28/3/2025;30/5/2025;1492;5.7;2
AI01817;17;103110;2;3;4;United Kingdom;3;United Kingdom;1;TensorFlow, Python, Linux, Mathematics;4;3;11;14/5/2024;4/7/2024;875;7.1;7
AI01818;12;117984;3;3;2;United Kingdom;2;United Kingdom;2;Scala, Docker, AWS, Kubernetes, Python;1;7;11;21/9/2024;26/11/2024;1634;6.4;2
AI01819;4;178756;3;3;3;Norway;1;Norway;1;Linux, GCP, MLOps;3;8;11;4/4/2025;26/5/2025;1936;8.6;11
AI01820;5;132253;3;4;4;Switzerland;3;Switzerland;1;GCP, Spark, SQL;2;5;11;1/1/2024;14/2/2024;821;5.4;8
AI01821;9;110592;3;3;3;Israel;3;Israel;3;Spark, Docker, Linux, Tableau, AWS;4;17;5;4/11/2024;29/12/2024;1272;10;13
AI01822;14;91571;3;2;2;Finland;1;France;2;R, Hadoop, Data Visualization;2;5;9;12/10/2024;29/10/2024;1979;9.1;9
AI01823;7;63941;3;1;3;India;1;Netherlands;1;Python, Hadoop, Scala, Git;4;4;12;10/1/2024;19/2/2024;2252;7.9;13
AI01824;17;45303;3;4;1;Japan;1;Japan;2;Azure, Linux, Mathematics, Tableau;1;0;9;5/1/2024;24/1/2024;674;9;15
AI01825;15;231990;3;3;4;Singapore;3;Singapore;1;Hadoop, Computer Vision, Java, Mathematics, Deep Learning;2;13;1;21/8/2024;26/9/2024;1117;8.6;8
AI01826;9;96415;3;1;3;Finland;2;Sweden;1;Python, NLP, SQL, Linux;4;9;7;26/4/2024;18/6/2024;1229;5.6;14
AI01827;16;68724;3;1;4;Sweden;1;Germany;1;GCP, Spark, Hadoop;3;1;3;1/1/2025;21/2/2025;1223;5.8;10
AI01828;1;39127;3;2;3;Israel;2;Israel;3;Data Visualization, SQL, Hadoop, GCP, Deep Learning;3;1;5;8/1/2024;18/2/2024;958;6.3;12
AI01829;8;94480;3;4;1;Singapore;2;Austria;2;SQL, Statistics, Kubernetes;3;4;10;20/11/2024;17/12/2024;903;7.7;8
AI01830;2;198321;3;2;3;Denmark;2;Denmark;2;GCP, Kubernetes, Java;3;17;12;10/8/2024;26/8/2024;811;6.9;12
AI01831;9;88938;3;3;1;Ireland;1;Ireland;3;Python, MLOps, NLP, Java, GCP;3;2;7;5/9/2024;15/10/2024;2345;5.6;4
AI01832;16;106404;3;3;2;India;1;India;3;Kubernetes, MLOps, Python;1;9;12;5/5/2024;12/6/2024;2214;9;13
AI01833;12;92286;1;3;2;Ireland;3;Singapore;1;Python, TensorFlow, Linux;4;9;2;19/5/2024;16/6/2024;1203;5.7;2
AI01834;19;141970;3;2;4;France;1;France;1;NLP, SQL, Python, Deep Learning, TensorFlow;2;6;1;9/8/2024;16/9/2024;1472;9.1;4
AI01835;1;60128;1;1;1;Japan;2;Japan;3;GCP, Hadoop, AWS, Statistics, SQL;4;4;14;2/3/2024;25/3/2024;1441;6.8;9
AI01836;17;85502;3;3;3;Germany;1;Germany;2;Deep Learning, Mathematics, TensorFlow, Tableau, Data Visualization;4;1;7;8/10/2024;15/12/2024;1539;6.4;5
AI01837;6;128116;3;4;2;Canada;3;Canada;3;Deep Learning, AWS, Computer Vision, Hadoop, R;4;6;14;13/3/2024;10/5/2024;2065;9.3;15
AI01838;5;156174;1;3;2;Austria;1;Austria;3;Azure, Docker, Linux, Tableau;2;15;12;15/2/2025;16/3/2025;1679;6.2;14
AI01839;4;104170;3;4;1;France;2;France;3;Mathematics, AWS, Statistics, PyTorch;4;9;15;15/1/2024;13/3/2024;1784;9.5;3
AI01840;1;199683;3;1;3;Sweden;2;Sweden;3;PyTorch, TensorFlow, Mathematics;3;16;3;26/4/2024;4/7/2024;2477;9.3;16
AI01841;9;97546;3;2;4;Singapore;1;Ireland;2;Deep Learning, Python, MLOps;2;1;12;21/3/2024;5/4/2024;2056;7.4;10
AI01842;15;67132;3;2;3;China;2;China;2;Python, SQL, Hadoop, Kubernetes;1;4;3;20/7/2024;26/9/2024;1137;9.9;11
AI01843;13;77506;3;1;3;Israel;2;Israel;2;R, Linux, NLP, Mathematics, Statistics;4;2;9;8/7/2024;16/8/2024;1266;6.9;3
AI01844;4;74078;3;2;2;Norway;3;China;3;Linux, SQL, Deep Learning, MLOps;1;1;4;26/6/2024;10/7/2024;2088;9.9;10
AI01845;3;65940;3;2;4;Finland;1;Finland;2;Linux, Python, SQL;1;3;13;31/3/2024;2/6/2024;2307;5.4;10
AI01846;4;82425;1;1;3;Australia;2;Norway;1;SQL, AWS, Deep Learning, PyTorch, Computer Vision;1;4;3;27/12/2024;18/2/2025;1755;7.3;16
AI01847;4;53780;3;3;3;Germany;2;Germany;3;Java, Git, NLP;3;1;15;15/9/2024;13/10/2024;1561;8.7;12
AI01848;13;121453;3;2;1;Israel;1;Austria;2;Data Visualization, AWS, Hadoop, Linux, Deep Learning;1;9;13;13/4/2024;25/6/2024;1743;5.9;6
AI01849;19;57514;2;3;4;Austria;3;China;1;Mathematics, MLOps, Computer Vision, Linux, NLP;2;2;12;13/2/2024;15/3/2024;1747;7.3;5
AI01850;3;184162;2;3;3;United Kingdom;1;United Kingdom;2;TensorFlow, Hadoop, Docker, Mathematics;4;8;9;30/10/2024;24/11/2024;1513;5.9;1
AI01851;4;135740;3;1;1;United Kingdom;3;United Kingdom;1;AWS, Python, Mathematics, TensorFlow;3;9;8;23/1/2025;2/4/2025;1795;6.2;5
AI01852;19;37774;3;3;1;Japan;3;Netherlands;3;Mathematics, NLP, Tableau, Linux, TensorFlow;4;0;4;7/9/2024;10/10/2024;1084;7.5;7
AI01853;6;115486;3;1;4;Austria;1;Austria;2;PyTorch, Mathematics, Tableau, Data Visualization, TensorFlow;4;8;15;8/4/2024;5/6/2024;1087;9.4;15
AI01854;12;38637;3;4;3;India;2;India;3;Azure, TensorFlow, SQL, Tableau;1;0;13;2/2/2025;17/3/2025;2176;9.7;15
AI01855;12;163609;3;1;4;Ireland;2;Ireland;2;Hadoop, PyTorch, TensorFlow;2;19;7;11/8/2024;28/9/2024;2381;7.6;7
AI01856;6;34174;3;1;3;Finland;3;Germany;1;SQL, TensorFlow, R;4;0;2;21/6/2024;27/7/2024;2141;9.9;1
AI01857;15;63724;3;1;3;Australia;1;Switzerland;3;Data Visualization, SQL, Deep Learning;1;0;14;3/4/2025;8/6/2025;862;6;3
AI01858;13;47715;3;1;2;Finland;1;Canada;1;Hadoop, GCP, NLP, Linux, SQL;3;1;12;19/9/2024;3/11/2024;1307;9.1;16
AI01859;4;48152;2;1;1;Ireland;1;Ireland;1;R, Azure, Python, Spark, Scala;4;0;1;1/3/2025;21/4/2025;846;8.9;7
AI01860;5;74426;3;1;3;United Kingdom;3;United Kingdom;2;Deep Learning, Spark, Kubernetes, Git, Python;4;1;7;23/3/2025;18/5/2025;2362;6.8;10
AI01861;9;39414;3;1;4;India;3;India;3;Linux, Tableau, AWS, Java, PyTorch;1;1;7;8/4/2024;8/5/2024;1917;6;16
AI01862;1;58685;3;3;2;Japan;1;Japan;1;Tableau, Python, Docker;3;1;4;19/6/2024;29/8/2024;1501;6.2;14
AI01863;12;69092;3;2;1;Ireland;3;Ireland;1;Kubernetes, Hadoop, Data Visualization, NLP;3;9;1;19/10/2024;20/11/2024;514;6.2;16
AI01864;17;95706;3;2;2;Australia;1;Australia;3;Python, TensorFlow, PyTorch;4;2;9;20/1/2025;18/3/2025;518;6.3;7
AI01865;16;50027;3;1;1;Japan;3;Japan;1;Hadoop, AWS, R;1;2;7;3/6/2024;30/6/2024;680;9.1;10
AI01866;15;43498;3;1;3;Israel;1;Israel;2;Tableau, Java, Kubernetes, Azure, SQL;4;1;6;26/9/2024;2/11/2024;1734;6.9;7
AI01867;20;75426;3;4;2;Canada;2;Canada;3;Python, Computer Vision, NLP;4;1;2;16/6/2024;31/7/2024;969;8.1;12
AI01868;8;259535;1;4;2;Australia;1;Israel;1;Docker, Scala, Deep Learning, Python, Spark;4;19;4;4/1/2024;22/1/2024;2414;7.7;14
AI01869;10;228323;3;1;4;France;2;France;1;PyTorch, Hadoop, SQL;3;12;10;22/7/2024;21/8/2024;996;8.5;1
AI01870;11;58509;2;4;4;Canada;2;India;1;AWS, R, Statistics, SQL;2;0;4;18/1/2025;28/2/2025;1976;7.5;9
AI01871;20;236661;3;2;1;United Kingdom;3;United Kingdom;2;R, Linux, Java, Computer Vision;4;10;7;22/11/2024;6/1/2025;2300;6.4;10
AI01872;9;73979;3;1;3;Canada;2;Norway;3;Git, Python, MLOps, Statistics, Deep Learning;1;4;13;10/3/2024;9/4/2024;1005;8.8;2
AI01873;11;69797;3;2;3;Australia;1;Australia;2;Docker, Data Visualization, AWS, MLOps;1;0;12;18/3/2025;28/4/2025;1693;9.9;7
AI01874;1;63533;3;4;3;South Korea;1;South Korea;3;Kubernetes, SQL, NLP, AWS, Deep Learning;2;3;15;20/3/2025;27/5/2025;2281;6.5;1
AI01875;19;171132;3;1;2;Finland;1;Finland;2;Java, Kubernetes, Linux, Python, Computer Vision;1;17;11;5/12/2024;1/2/2025;2173;5.2;7
AI01876;13;73586;3;1;4;Norway;3;Norway;2;Python, Kubernetes, Spark;2;1;2;6/6/2024;20/6/2024;2062;6.4;1
AI01877;9;117499;3;1;2;Switzerland;1;Japan;1;GCP, Kubernetes, Deep Learning;1;0;3;24/3/2024;24/4/2024;512;9.8;10
AI01878;2;63608;3;2;3;Sweden;3;Sweden;3;Spark, Hadoop, Python, Git, NLP;3;0;14;24/5/2024;26/6/2024;508;8.5;14
AI01879;12;77481;3;4;4;China;2;China;2;AWS, Statistics, SQL, GCP;4;3;7;2/1/2024;6/2/2024;559;8.9;4
AI01880;13;228223;3;4;4;Sweden;3;Sweden;2;SQL, Deep Learning, PyTorch;4;10;13;9/2/2024;12/3/2024;1024;7.9;13
AI01881;16;143094;3;4;2;Ireland;2;Ireland;2;NLP, PyTorch, TensorFlow;4;18;9;2/4/2024;3/6/2024;829;8.7;16
AI01882;19;253257;3;3;4;Denmark;1;United States;1;Python, Docker, Computer Vision;2;12;14;10/4/2024;9/6/2024;2337;5.7;7
AI01883;10;88152;3;2;1;South Korea;2;South Korea;2;Tableau, Python, MLOps;3;9;6;25/3/2025;5/5/2025;2196;6.1;3
AI01884;20;105675;3;3;2;Sweden;1;Sweden;3;Mathematics, Python, Linux;4;4;14;13/3/2024;15/4/2024;1734;6.1;12
AI01885;18;85522;3;2;2;Japan;1;Norway;1;Kubernetes, GCP, R;1;5;14;25/5/2024;25/6/2024;1977;6.3;13
AI01886;2;91939;3;1;4;Canada;3;Japan;1;Docker, Tableau, Hadoop, TensorFlow;3;3;3;24/2/2025;3/5/2025;2286;8;10
AI01887;15;56259;3;3;3;Canada;1;United States;1;Mathematics, Docker, Kubernetes;1;0;8;8/8/2024;18/10/2024;1237;6.4;3
AI01888;7;168449;3;1;2;Sweden;1;United States;2;Data Visualization, Scala, GCP, Python, Docker;1;7;5;5/4/2025;4/5/2025;2159;7.5;3
AI01889;11;38337;3;3;3;India;2;United Kingdom;1;Python, Scala, Linux, SQL, Git;2;0;9;28/1/2024;24/3/2024;1893;8.9;3
AI01890;16;97183;3;3;4;Finland;3;Finland;3;Spark, Linux, MLOps, AWS;2;9;9;22/6/2024;12/8/2024;1091;6.6;3
AI01891;12;122921;3;4;4;Canada;3;Canada;1;SQL, PyTorch, Data Visualization, MLOps, NLP;3;6;8;14/7/2024;30/7/2024;2146;8.5;7
AI01892;12;211354;3;3;4;Sweden;3;Netherlands;2;Linux, GCP, Scala, Java, NLP;4;16;10;12/3/2025;5/4/2025;2332;6.6;3
AI01893;7;70601;3;1;1;Austria;3;Austria;3;Computer Vision, Kubernetes, Scala, Python, Deep Learning;2;5;8;7/7/2024;23/8/2024;508;6.7;14
AI01894;15;66340;3;3;2;Canada;3;Canada;3;Java, Computer Vision, NLP, R;4;1;14;27/12/2024;21/2/2025;1498;6.4;8
AI01895;2;114752;3;4;4;Canada;2;Canada;1;Scala, Linux, Tableau, MLOps, NLP;4;8;3;15/5/2024;30/6/2024;865;8.7;10
AI01896;2;197148;1;3;3;Israel;1;Israel;1;Java, Git, Deep Learning, Azure, MLOps;4;15;8;9/8/2024;19/10/2024;1667;6.8;8
AI01897;2;87068;1;2;1;France;3;France;1;Mathematics, Statistics, MLOps;4;7;13;2/4/2025;8/5/2025;2445;9.4;14
AI01898;13;90830;3;3;3;Germany;2;Germany;3;Spark, TensorFlow, MLOps, Computer Vision;2;3;12;5/1/2024;16/3/2024;861;5.8;5
AI01899;12;101851;3;2;2;South Korea;2;South Korea;3;Linux, Python, Tableau;4;5;10;23/3/2024;23/4/2024;1877;8.4;16
AI01900;20;68785;1;1;3;South Korea;3;South Korea;2;PyTorch, SQL, NLP, Computer Vision, Mathematics;1;2;1;25/5/2024;3/8/2024;513;6.5;6
AI01901;15;55728;1;2;2;Germany;2;Germany;1;Tableau, Linux, MLOps, Git;1;1;14;10/4/2025;25/5/2025;2222;8.2;10
AI01902;7;86675;1;4;2;France;1;Canada;2;PyTorch, Python, TensorFlow, MLOps;1;3;6;7/10/2024;1/12/2024;797;8.7;3
AI01903;12;196644;3;3;4;France;3;Canada;3;Mathematics, AWS, Computer Vision;1;16;12;24/7/2024;1/9/2024;1946;6.4;14
AI01904;15;112485;3;1;2;India;1;United States;1;Linux, Docker, Deep Learning;1;6;3;28/8/2024;25/10/2024;1441;9.4;1
AI01905;18;108843;3;3;2;United States;1;United Kingdom;1;SQL, Scala, Mathematics, Statistics, PyTorch;4;1;9;5/5/2024;2/7/2024;2361;6.2;16
AI01906;5;107422;3;1;1;India;2;India;1;TensorFlow, GCP, Scala;3;5;13;22/2/2025;11/3/2025;2186;7.3;11
AI01907;14;59376;3;2;3;Australia;3;Australia;3;TensorFlow, Kubernetes, MLOps;3;0;2;3/5/2024;13/6/2024;1906;7.7;12
AI01908;20;142895;3;2;4;Switzerland;2;Switzerland;3;Azure, R, SQL, GCP, Hadoop;2;2;7;5/2/2025;6/3/2025;1106;5.6;3
AI01909;14;99872;3;1;3;Australia;1;Australia;2;Kubernetes, Deep Learning, PyTorch, Azure;3;4;15;9/4/2024;4/6/2024;546;6.2;6
AI01910;16;38835;1;4;1;Austria;2;South Korea;3;SQL, GCP, TensorFlow, Azure;3;1;15;20/1/2025;18/3/2025;1037;8.8;13
AI01911;9;255147;1;1;4;Netherlands;2;Netherlands;2;Azure, Java, Deep Learning, Kubernetes;1;15;2;9/11/2024;7/1/2025;504;5.3;15
AI01912;6;94462;3;1;4;Netherlands;1;Netherlands;2;Linux, PyTorch, Spark;4;0;10;4/3/2025;27/4/2025;1313;7.6;10
AI01913;18;40845;3;1;4;Finland;3;Finland;1;Python, Git, Linux, Docker;4;1;7;26/2/2025;3/5/2025;2247;9.2;15
AI01914;18;82060;3;1;1;Canada;1;Canada;1;AWS, Mathematics, Azure, Python, Data Visualization;4;1;5;14/11/2024;30/12/2024;1474;8.8;2
AI01915;12;59675;3;1;1;China;1;China;1;Docker, R, GCP, NLP;2;0;15;11/1/2025;10/3/2025;877;8;7
AI01916;10;50287;3;4;2;Austria;3;Austria;1;Statistics, PyTorch, Deep Learning, R, Spark;4;0;11;19/1/2025;10/2/2025;884;6.5;3
AI01917;14;123071;3;2;1;Ireland;1;Ireland;1;Linux, NLP, Tableau, SQL, Statistics;3;14;15;12/9/2024;22/11/2024;2209;7.6;5
AI01918;20;72160;3;3;3;Israel;1;Canada;2;Data Visualization, Kubernetes, Java, MLOps;4;2;9;26/10/2024;19/12/2024;1301;9.7;12
AI01919;17;117847;3;3;2;Australia;3;India;3;R, Git, NLP, Tableau, Statistics;2;5;14;20/9/2024;11/10/2024;1757;7.8;11
AI01920;1;84139;1;2;1;South Korea;3;South Korea;1;NLP, TensorFlow, Scala, Statistics, Spark;1;9;7;20/7/2024;29/9/2024;1126;5.3;10
AI01921;15;83977;3;2;4;France;3;France;2;Azure, PyTorch, Data Visualization, Tableau;2;4;15;5/4/2024;2/5/2024;550;9.5;6
AI01922;4;61820;3;4;3;Austria;1;Canada;3;Statistics, MLOps, SQL, Linux;3;4;5;13/4/2024;13/5/2024;1675;5.9;9
AI01923;13;234686;1;3;4;Singapore;3;Austria;2;NLP, SQL, Spark, Computer Vision, Kubernetes;3;16;8;11/2/2025;6/3/2025;762;9.1;10
AI01924;17;132520;3;4;3;Germany;1;Germany;3;Hadoop, Python, Linux;2;6;12;10/4/2024;18/5/2024;839;8;13
AI01925;13;113713;3;1;4;Ireland;3;Ireland;1;Mathematics, SQL, TensorFlow, Azure, AWS;4;13;2;7/6/2024;24/6/2024;635;8;6
AI01926;15;47205;3;1;3;Ireland;3;Ireland;2;Git, TensorFlow, Docker;1;1;11;7/6/2024;9/8/2024;2211;7.5;15
AI01927;17;63414;3;3;2;Singapore;2;Singapore;2;SQL, Deep Learning, Mathematics, PyTorch;1;1;3;12/3/2024;9/4/2024;1429;10;12
AI01928;13;90027;3;3;1;Finland;1;Finland;2;Computer Vision, Python, Linux;2;8;15;23/10/2024;16/12/2024;1054;7.6;8
AI01929;1;82748;3;3;3;South Korea;2;South Korea;1;R, Spark, Git, Hadoop, Tableau;1;6;1;27/2/2024;9/4/2024;1751;6.5;4
AI01930;5;123543;3;3;3;South Korea;1;South Korea;2;Computer Vision, PyTorch, Docker, TensorFlow;4;5;10;5/5/2024;23/6/2024;1489;6.1;3
AI01931;1;93554;3;3;4;India;2;India;1;Python, Kubernetes, Git, Azure, Statistics;1;9;2;26/11/2024;28/12/2024;2416;8.2;12
AI01932;19;111499;3;3;1;South Korea;1;South Korea;2;R, Git, MLOps, Azure, Python;3;5;8;26/4/2025;19/5/2025;2012;8.6;1
AI01933;16;89530;1;3;3;Finland;3;Finland;1;Java, Scala, Python, PyTorch, Deep Learning;4;7;1;3/6/2024;28/7/2024;1106;9.3;12
AI01934;16;104568;3;3;3;Germany;3;France;2;Deep Learning, TensorFlow, NLP, Java, Azure;4;8;1;2/2/2025;29/3/2025;2441;8.7;1
AI01935;4;198915;3;2;1;Norway;1;Norway;2;Python, TensorFlow, Data Visualization, Kubernetes, Deep Learning;1;7;5;9/2/2024;8/4/2024;721;9.3;1
